County,Office,Candidate,Party,District,Votes
Carroll,Prosecuting Attorney,Robert T. (Rob) Ives,Republican,Carroll (74th Circuit),1608
Carroll,Prosecuting Attorney,Tricia L. Thompson,Republican,Carroll (74th Circuit),1085
Cass,Prosecuting Attorney,Kevin S. Enyeart,Republican,Cass (29th Circuit),4727
Clark,Prosecuting Attorney,Steven D. Stewart,Democratic,Clark (4th Circuit),7408
Clay,Prosecuting Attorney,Charles Hear,Democratic,Clay (13th Circuit),1037
Clay,Prosecuting Attorney,"B. Lee Reberger, Jr.",Republican,Clay (13th Circuit),1646
Clay,Prosecuting Attorney,Robert Alex Pell,Republican,Clay (13th Circuit),1544
Clinton,Prosecuting Attorney,Anthony J. Sommer,Republican,Clinton (45th Circuit),4262
Crawford,Prosecuting Attorney,Cheryl J. Hillenburg,Democratic,Crawford (77th Circuit),1164
Crawford,Prosecuting Attorney,Lester V. Shelton,Republican,Crawford (77th Circuit),527
Daviess,Prosecuting Attorney,Dan Murrie,Republican,Daviess (49th Circuit),2199
Dearborn,Prosecuting Attorney,Aaron Negangard,Republican,Dearborn & Ohio(7th Cir.),4428
Decatur,Prosecuting Attorney,James B. Rosenberry,Republican,Decatur (69th Circuit),4070
DeKalb,Prosecuting Attorney,ClaraMary Winebrenner,Republican,DeKalb (75th Circuit),4940
Delaware,Prosecuting Attorney,J. A. Cummins,Democratic,Delaware (46th Circuit),5820
Delaware,Prosecuting Attorney,Mark R. McKinney,Democratic,Delaware (46th Circuit),4988
Dubois,Prosecuting Attorney,Deborah L. Schroeder Dysert,Democratic,Dubois (57th Circuit),2202
Dubois,Prosecuting Attorney,Kurt Leinenbach,Democratic,Dubois (57th Circuit),2871
Dubois,Prosecuting Attorney,Kevin D. Crouse,Republican,Dubois (57th Circuit),1407
Elkhart,Prosecuting Attorney,"Curtis T. Hill, Jr.",Republican,Elkhart (34th Circuit),15295
