County,Office,Candidate,Party,District,Votes
Bartholomew,State Representative,Eric Allan Koch,Republican,District 65,2118
Clark,State Representative,Terry Goodin,Democratic,District 66,2668
Decatur,State Representative,Steve R. Kristoff,Libertarian,District 67,873
Decatur,State Representative,Cleo Duncan,Republican,District 67,5558
Dearborn,State Representative,Robert J. Bischoff,Democratic,District 68,4518
Dearborn,State Representative,John R. Keeton,Republican,District 68,2594
Clark,State Representative,Paul J. Robertson,Democratic,District 70,2637
Clark,State Representative,Tom Powers,Republican,District 70,2142
Clark,State Representative,James L. Bottorff,Democratic,District 71,9385
Clark,State Representative,Charles A. (Tony) Singleton,Republican,District 71,5388
Clark,State Representative,William C. Cochran,Democratic,District 72,155
Clark,State Representative,Ryan Bergman,Republican,District 72,60
Clark,State Representative,Dennie Oxley,Democratic,District 73,557
Crawford,State Representative,Dennie Oxley,Democratic,District 73,2930
Dubois,State Representative,Dennie Oxley,Democratic,District 73,834
Dubois,State Representative,Russ Stilwell,Democratic,District 74,1751
Allen,State Representative,Michael A. Ripley,Republican,District 79,3837
Adams,State Representative,Michael A. Ripley,Republican,District 79,6619
Allen,State Representative,Benjamin (Ben) GiaQuinta,Democratic,District 80,4685
Allen,State Representative,Kevin Howell,Republican,District 80,3415
Allen,State Representative,"Win Moses, Jr.",Democratic,District 81,4718
Allen,State Representative,Matthew (Matt) G. Kelty,Republican,District 81,4655
Allen,State Representative,Mike Wallin,Democratic,District 82,2244
Allen,State Representative,Jeffrey K. Espich,Republican,District 82,6963
Allen,State Representative,Robert K. Alderman,Republican,District 83,5973
Allen,State Representative,Randy L. Borror,Republican,District 84,11596
DeKalb,State Representative,Phyllis J. Pond,Republican,District 85,847
Allen,State Representative,Phyllis J. Pond,Republican,District 85,10641
Boone,State Representative,Pat Otten,Democratic,District 87,661
Boone,State Representative,Fred Peterson,Libertarian,District 87,111
Boone,State Representative,Cindy Noe,Republican,District 87,2916
Allen,Judge of the Circuit Court,Thomas J. Felts,Republican,Allen (38th District),49258
Benton,Judge of the Circuit Court,Rex Kepner,Republican,Benton (76th Circuit) ,2597
Carroll,Judge of the Circuit Court,Joseph W. Carey,Republican,Carroll (74th Circuit) ,5328
Adams,Judge of the Superior Court,James A.  Heimann,Democratic,Adams County ,4817
Adams,Judge of the Superior Court,Patrick R. Miller,Republican,Adams County ,4679
Allen,Judge of the Superior Court,Fran C. Gull,Non-Partisan,Allen Criminal Div.,45304
Allen,Judge of the Superior Court,Dan Heath,Non-Partisan,Allen Fam.Rel. (Heath),44607
Allen,Judge of the Superior Court,Stanley A. Levine,Non-Partisan,Allen Civil (Levine),41870
Allen,Judge of the Superior Court,John F. Surbeck Jr.,Non-Partisan,Allen Criminal (Surbeck),43780
Allen,Judge of the Superior Court,Stephen M. Sims,Non-Partisan,Allen Family/Sims,44922
Bartholomew,Judge of the Superior Court,Kathleen (Kitty) Tighe Coriden,Democratic,"Bartholomew County, No. 2",8450
Bartholomew,Judge of the Superior Court,Roderick D. McGillivray,Republican,"Bartholomew County, No. 2",9715
Daviess,Judge of the Circuit Court,Robert L. Arthur,Republican,Daviess (49th Circuit),5989
Boone,Judge of the Superior Court,Matt Kincaid,Republican,"Boone County, No. 1",9512
Boone,Judge of the Superior Court,James R. Detamore,Republican,"Boone County, No. 2",9352
Delaware,Judge of the Circuit Court,"Robert L. Barnet, Jr.",Democratic,Delaware Ct. 3(46th Cir.),22412
Delaware,Judge of the Circuit Court,Linda Ralu Wolf,Democratic,Delaware Ct. 4(46th Cir.),16125
Delaware,Judge of the Circuit Court,John M. Feick,Republican,Delaware Ct. 4(46th Cir.),16327
Delaware,Judge of the Circuit Court,Wayne J. Lennington,Democratic,Delaware Ct. 5(46th Cir.),15856
Delaware,Judge of the Circuit Court,Brian M. Fitzwater,Republican,Delaware Ct. 5(46th Cir.),15800
Carroll,Judge of the Superior Court,Jeffrey R. Smith,Republican,Carroll County,5205
Dubois,Judge of the Circuit Court,William E. Weikert,Democratic,Dubois (57th Circuit),6400
Clark,Judge of the Superior Court,Cecile (Cile) A. Blau,Democratic,"Clark County, No. 2",17215
Clark,Judge of the Superior Court,Steven M. Fleece,Democratic,"Clark County, No. 3",17174
Clinton,Judge of the Superior Court,Kathy R. Smith,Republican,Clinton County,5818
Daviess,Judge of the Superior Court,Jeffrey R. (Jeff) Norris,Democratic,Daviess County,3902
Daviess,Judge of the Superior Court,Dean A. Sobecki,Republican,Daviess County,4071
Dearborn,Judge of the Superior Court,G. Michael Witte,Republican,Dearborn County No. 1,7627
Decatur,Judge of the Superior Court,W. Michael Wilke,Democratic,Decatur County,4996
DeKalb,Judge of the Superior Court,Kevin P. Wallace,Democratic,"DeKalb County, Court 1",5813
Elkhart,Judge of the Superior Court,L. Benjamin Pfaff,Republican,"Elkhart County, No. 1",30409
Adams,Prosecuting Attorney,Christopher E. Harvey,Democratic,Adams (26th Circuit),6762
Allen,Prosecuting Attorney,Roger M. Miller,Democratic,Allen (38th Circuit),18062
Elkhart,Judge of the Superior Court,George W. Biddlecome,Republican,"Elkhart County, No. 3",30639
Allen,Prosecuting Attorney,Karen Richards,Republican,Allen (38th Circuit),48068
Bartholomew,Prosecuting Attorney,Joseph R. Koenig,Democratic,Bartholomew (9th Circuit),9063
Elkhart,Judge of the Superior Court,Olga H. Stickel,Republican,"Elkhart County, No. 4",30306
Bartholomew,Prosecuting Attorney,William M. Nash,Republican,Bartholomew (9th Circuit),9304
Elkhart,Judge of the Superior Court,James W. Rieckhoff,Republican,"Elkhart County, No. 5",30455
Benton,Prosecuting Attorney,Jud Barce,Republican,Benton (76th Circuit),2470
Blackford,Prosecuting Attorney,Kevin N. Basey,Republican,Blackford (71st Circuit),2988
Boone,Prosecuting Attorney,Todd J. Meyer,Republican,Boone (20th Circuit),9396
Brown,Prosecuting Attorney,Jim Oliver,Democratic,Brown (88th Circuit),2622
Brown,Prosecuting Attorney,Ben Hoff,Independent,Brown (88th Circuit),702
Brown,Prosecuting Attorney,James T. Roberts,Republican,Brown (88th Circuit),2269
Carroll,Prosecuting Attorney,James R. Huffer,Democratic,Carroll (74th Circuit),2856
Carroll,Prosecuting Attorney,Robert T. Ives,Republican,Carroll (74th Circuit),3531
Cass,Prosecuting Attorney,James H. Austen,Democratic,Cass (29th Circuit),5036
Cass,Prosecuting Attorney,Kevin S. Enyeart,Republican,Cass (29th Circuit),6242
Clark,Prosecuting Attorney,Steven D. Stewart,Democratic,Clark (4th Circuit),17118
Clay,Prosecuting Attorney,David O. Thomas,Republican,Clay (13th Circuit),6107
Clinton,Prosecuting Attorney,Louis D. Evans,Democratic,Clinton (45th Circuit),5199
Crawford,Prosecuting Attorney,Jimmie L. Montgomery,Democratic,Crawford (77th Circuit),1869
Crawford,Prosecuting Attorney,Steven L. Owen,Republican,Crawford (77th Circuit),1823
Daviess,Prosecuting Attorney,Daniel M. (Dan) Steiner,Democratic,Daviess (49th Circuit),3683
Daviess,Prosecuting Attorney,G. Byron Overton,Republican,Daviess (49th Circuit),4292
Dearborn,Prosecuting Attorney,Sally A. Blankenship,Republican,Dearborn & Ohio(7th Cir.),7712
Decatur,Prosecuting Attorney,William O. Smith,Democratic,Decatur (69th Circuit),4763
DeKalb,Prosecuting Attorney,Monte L. Brown,Republican,DeKalb (75th Circuit),7061
Delaware,Prosecuting Attorney,Richard W. (Rick) Reed,Democratic,Delaware (46th Circuit),20940
Dubois,Prosecuting Attorney,Michael A. Fritch,Democratic,Dubois (57th Circuit),6114
Elkhart,Prosecuting Attorney,Rosy Meza de Nuttle,Democratic,Elkhart (34th Circuit),8424
Elkhart,Prosecuting Attorney,"Curtis T. Hill, Jr.",Republican,Elkhart (34th Circuit),30401
Adams,Adams Superior Court,James A. Heimann,Democratic,,4817
Adams,Clerk of the Circuit Court,Nanette S. Nidlinger,Republican,Adams County,7667
Allen,Clerk of the Circuit Court,Therese  M. Brown,Republican,Allen County,45364
Bartholomew,Clerk of the Circuit Court,Norma  J. Trimpe,Republican,Bartholomew County,9891
Benton,Clerk of the Circuit Court,Karen L. Daily,Republican,Benton County,2567
Boone,Clerk of the Circuit Court,Lisa C. Garoffolo,Republican,Boone County,9482
Brown,Clerk of the Circuit Court,Benita Williamson Fox,Democratic,Brown County,2856
Clark,Clerk of the Circuit Court,Keith D. Groth,Democratic,Clark County,17104
Clinton,Clerk of the Circuit Court,Laura (Lori) Huffer,Republican,Clinton County,4556
Allen,County Auditor ,Lisbeth (Lisa) Blosser,Republican,Allen County,50353
Crawford,Clerk of the Circuit Court,Terry  L. Stroud,Democratic,Crawford County,2806
Bartholomew,County Auditor ,Nancy McKinney,Republican,Bartholomew County,11066
Daviess,Clerk of the Circuit Court,Rosemary J. Abel,Republican,Daviess County,6067
Blackford,County Auditor ,Kathy J. Bantz,Republican,Blackford County,2066
Decatur,Clerk of the Circuit Court,Tami D. Wenning,Republican,Decatur County,6010
Brown,County Auditor ,Mari Miller,Republican,Brown County,2892
Carroll,County Auditor ,Beth L. Myers,Republican,Carroll County,3622
Delaware,Clerk of the Circuit Court,Karen D. Wenger,Republican,Delaware County,20111
Dubois,Clerk of the Circuit Court,Kathy Hopf,Democratic,Dubois County,6006
Clark,County Auditor ,Barbara Bratcher-Haas,Democratic,Clark County,17011
Elkhart,Clerk of the Circuit Court,Stephanie (Stevie) Burgess,Republican,Elkhart County,28286
Clay,County Auditor ,Joseph M. Dierdorf,Democratic,Clay County,3931
Clinton,County Auditor ,Gregory L. Timmons,Republican,Clinton County,5979
Allen,County Recorder ,Patricia J. Crick,Republican,Allen County,43503
Crawford,County Auditor ,Peggy Bullington,Democratic,Crawford County,2130
Bartholomew,County Recorder ,Betty Jean Beshear,Republican,Bartholomew County,13138
Daviess,County Auditor ,Jo Ann McCracken,Republican,Daviess County,5778
Dearborn,County Auditor ,Cary B. Pickens,Republican,Dearborn County,5576
DeKalb,County Auditor ,Sharon G. Hayes,Republican,DeKalb County,6639
Delaware,County Auditor ,Jane Lasater,Republican,Delaware County,19708
Dubois,County Auditor ,Martha A. Wehr,Democratic,Dubois County,6107
Cass,County Recorder ,Kathleen J. Adair,Republican,Cass County,7436
Clark,County Recorder ,Shirley Nolot,Democratic,Clark County,13235
Elkhart,County Auditor ,David L. Hess,Republican,Elkhart County,30544
Crawford,County Recorder ,Kathy Grider,Democratic,Crawford County,2040
Bartholomew,County Treasurer ,Vernon Jewell,Republican,Bartholomew County,11071
Dearborn,County Recorder ,Barbara J.  Kaffenberger,Republican,Dearborn County,7726
Decatur,County Recorder ,Mary C. Vail,Republican,Decatur County,4376
Carroll,County Treasurer ,Jane Brewington,Republican,Carroll County,4109
Delaware,County Recorder ,Regina Thornburg Williamson,Republican,Delaware County,16350
Dubois,County Recorder ,Brenda Schnarr,Democratic,Dubois County,5805
Clark,County Treasurer ,"Dick Jones, Sr.",Democratic,Clark County,16997
Elkhart,County Recorder ,Christopher Anderson,Republican,Elkhart County,29596
Clay,County Treasurer ,"Jackie R. (Jack) Withers, Sr.",Democratic,Clay County,4085
Adams,County Sheriff ,"Charles E. (Chuck) Padgett, Jr.",Republican,Adams County,4891
Allen,County Sheriff ,Jim Herman,Republican,Allen County,52001
Bartholomew,County Sheriff ,Kenneth (Kenny) Whipker,Republican,Bartholomew County,12214
Benton,County Sheriff ,Ernest C. Winchester,Republican,Benton County,1714
Blackford,County Sheriff ,Kevin A. Mahan,Republican,Blackford County,2282
Boone,County Sheriff ,Dennis  M. Brannon,Republican,Boone County,9544
Brown,County Sheriff ,Robert (Buck) Stogsdill,Republican,Brown County,3114
Carroll,County Sheriff ,Dennis J. Randle,Republican,Carroll County,4371
Cass,County Sheriff ,Gene L. Isaacs,Republican,Cass County,8965
Clark,County Sheriff ,Mike Becher,Democratic,Clark County,13791
Clay,County Sheriff ,"Robert E. (Rob) Carter, Jr.",Republican,Clay County,5919
Clinton,County Sheriff ,Mark  A. Mitchell,Republican,Clinton County,4512
Crawford,County Sheriff ,Richard L. Scott,Democratic,Crawford County,2702
Daviess,County Sheriff ,Jerry E. Harbstreit,Republican,Daviess County,5113
Blackford,County Coroner ,Tod L. Waters,Democratic,Blackford County,2820
Dearborn,County Sheriff ,David W. Lusby,Republican,Dearborn County,8112
Decatur,County Sheriff ,Daryl G. Templeton,Republican,Decatur County,4859
Brown,County Coroner ,Earl R. Piper,Republican,Brown County,3034
DeKalb,County Sheriff ,John W. Dennis,Republican,DeKalb County,5224
Delaware,County Sheriff ,"George Sheridan, Jr.",Republican,Delaware County,18324
Dubois,County Sheriff ,Jerry Breeding,Democratic,Dubois County,6172
Elkhart,County Sheriff ,Michael (Mike) Books,Republican,Elkhart County,26352
Adams,County Surveyor ,Paul Norr,Republican,Adams County,5723
Adams,County Assessor,Judith E. Affolder,Democratic,Adams County,6964
Allen,County Assessor,Patricia Love,Democratic,Allen County,32212
Benton,County Surveyor ,R. Jack Steele,Republican,Benton County,2483
Blackford,County Surveyor ,Stephen J. Weschke,Democratic,Blackford County,2912
Benton,County Assessor,Janet C. Guimond,Republican,Benton County,2461
Decatur,County Coroner ,Doug Banks,Republican,Decatur County,5517
Blackford,County Assessor,Fred Tobey,Republican,Blackford County,2071
Boone,County Surveyor ,Kenneth Hedge,Republican,Boone County,9425
Boone,County Assessor,Deborah S. Ottinger,Republican,Boone County,9418
DeKalb,County Coroner ,Richard Brown,Republican,DeKalb County,6137
Brown,County Assessor,Donna Kelp Lutes,Democratic,Brown County,3306
Delaware,County Coroner ,"James D. Clevenger, Jr.",Republican,Delaware County,15921
Carroll,County Assessor,Doris L. Mcleland,Republican,Carroll County,5376
Clark,County Surveyor ,Robert Lee Isgrigg,Democratic,Clark County,16266
Clark,County Assessor,Carolyn P. Makowsky,Democratic,Clark County,16570
Clay,County Assessor,C.R.  Boyd,Democratic,Clay County,5518
Clinton,County Assessor,Katie  Faucett,Republican,Clinton County,5939
Crawford,County Assessor,Tammy (Patton) Ingle,Democratic,Crawford County,2421
Daviess,County Assessor,Dennis G. Eaton,Republican,Daviess County,5873
Dearborn,County Assessor,Joan C. Seitz,Democratic,Dearborn County,6261
Decatur,County Assessor,Robin D. Nobbe,Republican,Decatur County,4355
DeKalb,County Assessor,Dorothy Leins,Democratic,DeKalb County,4429
Delaware,County Assessor,James D. Carmichael,Republican,Delaware County,22100
Dubois,County Assessor,Raymond V. Lueken,Democratic,Dubois County,5931
Elkhart,County Assessor,R. Eugene Inbody,Republican,Elkhart County,30198
