County,Office,Candidate,Party,District,Votes
Dubois,State Senator,Nicholas A. (Nick) Siler,Democratic,47,1619
Crawford,State Senator,Nicholas A. (Nick) Siler,Democratic,47,1643
Bartholomew,State Senator,Ross Thomas,Democratic,41,5094
Benton,State Senator,Ryan Farrar,Democratic,06,738
Delaware,State Senator,Tim Lanane,Democratic,25,12286
Clark,State Senator,Charles Johnson,Libertarian,45,841
Delaware,State Senator,Greg Noland,Libertarian,26,425
Delaware,State Senator,Robert Q. Jozwiak,Libertarian,25,747
Clark,State Senator,Chris Garten,Republican,45,15509
Decatur,State Senator,Clyde A. "Chip" Perfect Jr.,Republican,43,6515
Bartholomew,State Senator,Clyde A. "Chip" Perfect Jr.,Republican,43,3310
Dearborn,State Senator,Clyde A. "Chip" Perfect Jr.,Republican,43,11070
DeKalb,State Senator,Dennis K. Kruse,Republican,14,8149
Allen,State Senator,Dennis K. Kruse,Republican,14,26393
Allen,State Senator,Elizabeth "Liz" Brown,Republican,15,23980
Clay,State Senator,Eric S. Bassler,Republican,39,2111
Daviess,State Senator,Eric S. Bassler,Republican,39,7618
Crawford,State Senator,Erin Houchin,Republican,47,2317
Dubois,State Senator,Erin Houchin,Republican,47,3647
Bartholomew,State Senator,Greg Walker,Republican,41,8479
Clinton,State Senator,James R. Buck,Republican,21,417
Dearborn,State Senator,Jeff Raatz,Republican,27,3458
Clay,State Senator,Jon Ford,Republican,38,4704
Elkhart,State Senator,Linda Rogers,Republican,11,9301
Dubois,State Senator,Mark Messmer,Republican,48,9848
Boone,State Senator,Mike Delph,Republican,29,4986
Delaware,State Senator,Mike Gaskill,Republican,26,8329
Boone,State Senator,Philip L. (Phil) Boots,Republican,23,10448
Benton,State Senator,Rick Niemeyer,Republican,06,2183
Clark,State Senator,Ron Grooms,Republican,46,8954
Adams,State Senator,Travis Holdman,Republican,19,9224
Blackford,State Senator,Travis Holdman,Republican,19,2894
Delaware,State Senator,Zaki Ali,Republican,25,10221
Delaware,State Representative,Amie Neiling,Democratic,32,242
Daviess,State Representative,Amy Swain,Democratic,62,189
Boone,State Representative,Brock Ervin,Democratic,41,2758
Elkhart,State Representative,Carl Rust,Democratic,21,4136
Allen,State Representative,Christopher J. Rex,Democratic,85,6613
Decatur,State Representative,Cordelle Feuston,Democratic,67,391
Dearborn,State Representative,Cordelle Feuston,Democratic,67,703
Decatur,State Representative,Corinne Westerfield,Democratic,55,1648
Allen,State Representative,Curtis Nash,Democratic,84,10027
Bartholomew,State Representative,Dale Nowlin,Democratic,59,8930
Clay,State Representative,E. Thomasina Marsili,Democratic,46,535
Clay,State Representative,Evelyn Brown,Democratic,42,1709
Boone,State Representative,Harlan Vondersaar,Democratic,28,637
Brown,State Representative,Jared Stancombe,Democratic,65,2665
Daviess,State Representative,Jim Exline,Democratic,45,49
Allen,State Representative,Jorge Fernandez,Democratic,50,3054
Dubois,State Representative,Joseph "Joe" Lannan,Democratic,63,3135
Daviess,State Representative,Joseph "Joe" Lannan,Democratic,63,2128
Clay,State Representative,Kimberly Anne Fidler,Democratic,44,624
Allen,State Representative,Kyle R. Miller,Democratic,81,9069
Crawford,State Representative,Larry K. Kleeman,Democratic,74,1599
Dubois,State Representative,Larry K. Kleeman,Democratic,74,2260
Benton,State Representative,Loretta Barnes,Democratic,13,733
Blackford,State Representative,Lynn Johnson,Democratic,31,1145
Delaware,State Representative,Lynn Johnson,Democratic,31,865
Allen,State Representative,Martha Lemert,Democratic,52,2738
DeKalb,State Representative,Martha Lemert,Democratic,52,3431
Dearborn,State Representative,Matt Gaustad,Democratic,68,3311
Carroll,State Representative,Maurice Oakel Fuller,Democratic,25,1088
Clinton,State Representative,Maurice Oakel Fuller,Democratic,25,526
Cass,State Representative,Maurice Oakel Fuller,Democratic,25,409
Delaware,State Representative,Melanie M. Wright,Democratic,35,5748
Allen,State Representative,Mike Wilber,Democratic,82,552
Elkhart,State Representative,Mike Wilber,Democratic,82,122
Boone,State Representative,Naomi S. Bechtold,Democratic,24,6245
Allen,State Representative,Phil GiaQuinta,Democratic,80,12229
Clark,State Representative,Rita A. Fleming,Democratic,71,13239
Clark,State Representative,Sarah Stivers,Democratic,70,3231
Delaware,State Representative,Shon Byrum,Democratic,33,2635
Blackford,State Representative,Shon Byrum,Democratic,33,13
Bartholomew,State Representative,Steve Schoettmer,Democratic,69,138
Delaware,State Representative,Sue Errington,Democratic,34,11553
Cass,State Representative,Terry Doran,Democratic,23,3084
Clark,State Representative,Terry Goodin,Democratic,66,3508
Carroll,State Representative,Thomas (Tom) Hedde,Democratic,38,906
Clinton,State Representative,Thomas (Tom) Hedde,Democratic,38,2028
Cass,State Representative,Thomas (Tom) Hedde,Democratic,38,558
Cass,State Representative,Adam Werner,Libertarian,23,229
Bartholomew,State Representative,Clyde D. Myers,Libertarian,59,573
Blackford,State Representative,Dale Arnett,Libertarian,33,1
Delaware,State Representative,Dale Arnett,Libertarian,33,191
Boone,State Representative,Donald G. Rainwater II,Libertarian,24,430
Elkhart,State Representative,Ethan Legg,Libertarian,21,420
Elkhart,State Representative,Robert Wilson Jr.,Libertarian,48,3798
Clark,State Representative,Thomas Keister,Libertarian,71,534
Clay,State Representative,Alan Morrison,Republican,42,2881
Delaware,State Representative,Anthony J. ("Tony") Cook,Republican,32,447
Clay,State Representative,Beau Baird,Republican,44,1554
Allen,State Representative,Ben Smaltz,Republican,52,6533
DeKalb,State Representative,Ben Smaltz,Republican,52,10330
Delaware,State Representative,Ben W. Fisher,Republican,35,5688
Clay,State Representative,Bob Heaton,Republican,46,1930
Allen,State Representative,Bob Morris,Republican,84,16771
Daviess,State Representative,Bruce Borders,Republican,45,282
Brown,State Representative,Chris D. May,Republican,65,4418
Allen,State Representative,Christopher N. Judy,Republican,83,13582
Elkhart,State Representative,Christy Stutzman,Republican,49,13633
Decatur,State Representative,Cindy Meyer Ziemke,Republican,55,4645
Elkhart,State Representative,Curt Nisly,Republican,22,3504
Allen,State Representative,Daniel J. (Dan) Leonard,Republican,50,3991
Allen,State Representative,Dave Heine,Republican,85,15871
Elkhart,State Representative,David H. Abbott,Republican,82,710
Allen,State Representative,David H. Abbott,Republican,82,1785
Cass,State Representative,Donald J. Lehe,Republican,25,1389
Carroll,State Representative,Donald J. Lehe,Republican,25,2945
Clinton,State Representative,Donald J. Lehe,Republican,25,1545
Boone,State Representative,Donna Schaibley,Republican,24,8645
Elkhart,State Representative,Doug Miller,Republican,48,12370
Cass,State Representative,Ethan Manning,Republican,23,4368
Carroll,State Representative,Heath R. VanNatter,Republican,38,1946
Cass,State Representative,Heath R. VanNatter,Republican,38,1367
Clinton,State Representative,Heath R. VanNatter,Republican,38,5001
Daviess,State Representative,Jeff Ellington,Republican,62,927
Boone,State Representative,Jeffrey A. Thompson,Republican,28,985
Bartholomew,State Representative,Jim Lucas,Republican,69,305
Blackford,State Representative,John (J.D.) Prescott,Republican,33,10
Delaware,State Representative,John (J.D.) Prescott,Republican,33,3964
Clark,State Representative,Karen Engleman,Republican,70,5163
Blackford,State Representative,Kevin A. Mahan,Republican,31,2680
Delaware,State Representative,Kevin A. Mahan,Republican,31,1651
Allen,State Representative,Martin Carbaugh,Republican,81,10504
Clark,State Representative,Matt Owen,Republican,71,10031
Allen,State Representative,Matthew S. Lehman,Republican,79,3078
Adams,State Representative,Matthew S. Lehman,Republican,79,9368
Clark,State Representative,Mike Bowling,Republican,66,4406
Dearborn,State Representative,Randy Frye,Republican,67,2303
Decatur,State Representative,Randy Frye,Republican,67,2157
Dearborn,State Representative,Randy Lyness,Republican,68,11677
Bartholomew,State Representative,Ryan Lauer,Republican,59,12519
Bartholomew,State Representative,Sean R. Eberhart,Republican,57,3174
Daviess,State Representative,Shane M. Lindauer,Republican,63,4988
Dubois,State Representative,Shane M. Lindauer,Republican,63,7542
Benton,State Representative,Sharon Negele,Republican,13,2207
Dubois,State Representative,Stephen R. Bartels,Republican,74,3875
Crawford,State Representative,Stephen R. Bartels,Republican,74,2330
Clark,State Representative,Steve Davisson,Republican,73,2280
Boone,State Representative,Tim Brown,Republican,41,7413
Elkhart,State Representative,Timothy Wesco,Republican,21,7173
Clay,"Judge, Circuit Court",Joseph Dom Trout,Democratic,Clay,6148
Delaware,"Judge, Circuit Court",Kimberly S. Dowling,Democratic,Delaware,24761
Brown,"Judge, Circuit Court",Kristopher Kritzer,Democratic,Brown,2759
Clark,"Judge, Circuit Court",Vicki Carmichael,Democratic,Clark,22923
Boone,"Judge, Circuit Court",Pam Buchanan,Independent,Boone,8601
Carroll,"Judge, Circuit Court",Benjamin A. Diener,Republican,Carroll,6205
Clinton,"Judge, Circuit Court",Bradley K. Mohler,Republican,Clinton,7816
Blackford,"Judge, Circuit Court",Brian Bade,Republican,Blackford,3178
Adams,"Judge, Circuit Court",Chad E. Kukelhan,Republican,Adams,9459
Clark,"Judge, Circuit Court",Dan Moore,Republican,Clark,20083
Boone,"Judge, Circuit Court",Lori Schein,Republican,Boone,17183
Brown,"Judge, Circuit Court",Mary Wertz,Republican,Brown,4405
Cass,"Judge, Circuit Court",Stephen Roger Kitts II,Republican,Cass,8887
Decatur,"Judge, Circuit Court",Timothy B. Day,Republican,Decatur,7324
Clay,"Judge, Superior Court",Jason D. Brown,Democratic,Clay,3926
Elkhart,"Judge, Superior Court",David C. Bonfiglio,Republican,Elkhart,40292
Bartholomew,"Judge, Superior Court",James "Jim" Worton,Republican,Bartholomew,20527
DeKalb,"Judge, Superior Court",Monte L. Brown,Republican,DeKalb,11656
Cass,"Judge, Superior Court",Rick Maughmer,Republican,Cass,9334
Clay,"Judge, Superior Court",Robert Alex Pell,Republican,Clay,5297
Dearborn,"Judge, Superior Court",Sally A. McLaughlin,Republican,Dearborn,15000
Elkhart,"Judge, Superior Court",Stephen R. Bowers,Republican,Elkhart,40617
Blackford,Prosecuting Attorney,Aaron M. Henderson,Democratic,Blackford,1647
Dubois,Prosecuting Attorney,Anthony D. Quinn,Democratic,Dubois,10974
Crawford,Prosecuting Attorney,Cheryl J. Hillenburg,Democratic,Crawford,2024
Delaware,Prosecuting Attorney,Eric M. Hoffman,Democratic,Delaware,24577
Brown,Prosecuting Attorney,Greg Bowes,Democratic,Brown,2458
Clinton,Prosecuting Attorney,Anthony J. Sommer,Republican,Clinton,7297
DeKalb,Prosecuting Attorney,ClaraMary Winebrenner,Republican,DeKalb,11155
Daviess,Prosecuting Attorney,Daniel S. Murrie,Republican,Daviess,7344
Clay,Prosecuting Attorney,Emily Clarke,Republican,Clay,7805
Clark,Prosecuting Attorney,Jeremy Mull,Republican,Clark,30513
Adams,Prosecuting Attorney,Jeremy W. Brown,Republican,Adams,9410
Benton,Prosecuting Attorney,John C. Wright,Republican,Benton,2475
Allen,Prosecuting Attorney,Karen Richards,Republican,Allen,88162
Boone,Prosecuting Attorney,Kent T. Eastwood,Republican,Boone,20944
Blackford,Prosecuting Attorney,Kevin N. Basey,Republican,Blackford,2228
Cass,Prosecuting Attorney,Lisa L. Swaim,Republican,Cass,9068
Dearborn,Prosecuting Attorney,Lynn Deddens,Republican,"Dearborn,Ohio",14929
Decatur,Prosecuting Attorney,Nathan W. Harter IV,Republican,Decatur,7251
Carroll,Prosecuting Attorney,Nicholas C. McLeland,Republican,Carroll,6207
Crawford,Prosecuting Attorney,Nicholas W. Haverstock,Republican,Crawford,1998
Brown,Prosecuting Attorney,Ted Adams,Republican,Brown,4656
Elkhart,Prosecuting Attorney,Vicki Elaine Becker,Republican,Elkhart,40228
Bartholomew,Prosecuting Attorney,William M. (Bill) Nash,Republican,Bartholomew,20110
Brown,Clerk of the Circuit Court,Brenda Woods,Democratic,Brown,3354
Allen,Clerk of the Circuit Court,Danielle N Andersen,Democratic,Allen,50624
Decatur,Clerk of the Circuit Court,KAREN S HIGGINBOTHAM,Democratic,Decatur,3209
Dubois,Clerk of the Circuit Court,Kiersten L. Knies,Democratic,Dubois,7248
Crawford,Clerk of the Circuit Court,Lisa Stephenson-Holzbog (Busick),Democratic,Crawford,2020
Delaware,Clerk of the Circuit Court,MIKE KING,Democratic,Delaware,17849
Clark,Clerk of the Circuit Court,Susan Popp,Democratic,Clark,21598
Decatur,Clerk of the Circuit Court,ADINA A ROBERTS,Republican,Decatur,5546
Dubois,Clerk of the Circuit Court,Amy L Kippenbrock,Republican,Dubois,9404
Allen,Clerk of the Circuit Court,Christopher (Chris) Nancarrow,Republican,Allen,71863
Elkhart,Clerk of the Circuit Court,CHRISTOPHER ANDERSON,Republican,Elkhart,39241
Clark,Clerk of the Circuit Court,Darci  Schiller,Republican,Clark,20860
Adams,Clerk of the Circuit Court,JAMES (Jim) J VOGLEWEDE Jr.,Republican,Adams,9125
Daviess,Clerk of the Circuit Court,Janice M. Williams,Republican,Daviess,7511
Bartholomew,Clerk of the Circuit Court,Jay Phelps,Republican,Bartholomew,20395
Boone,Clerk of the Circuit Court,JESSICA J FOUTS,Republican,Boone,21080
Brown,Clerk of the Circuit Court,Kathy (Grimes) Smith,Republican,Brown,3781
Benton,Clerk of the Circuit Court,NATALIE J. KIDD,Republican,Benton,2486
Clinton,Clerk of the Circuit Court,RHEA A COPAS,Republican,Clinton,7385
Delaware,Clerk of the Circuit Court,RICK SPANGLER,Republican,Delaware,19305
Crawford,Clerk of the Circuit Court,WENDY MARPLES,Republican,Crawford,1931
Brown,County Auditor,Beth Williamson Mulry,Democratic,Brown,3360
Clark,County Auditor,Nancy Stemler Shepherd,Democratic,Clark,19584
Elkhart,County Auditor,NICOLE LUDLOW,Democratic,Elkhart,20325
Crawford,County Auditor,ROXANNE JONES MORGAN,Democratic,Crawford,1542
Dubois,County Auditor,Sandra L Morton,Democratic,Dubois,10765
Delaware,County Auditor,STEVEN G CRAYCRAFT,Democratic,Delaware,25348
Carroll,County Auditor,Beth L. Myers,Republican,Carroll,6206
Clinton,County Auditor,Britt A Ostler,Republican,Clinton,7560
Crawford,County Auditor,CHRISTIAN J HOWELL,Republican,Crawford,2414
Dearborn,County Auditor,Connie A Fromhold,Republican,Dearborn,14471
Clark,County Auditor,Danny Yost,Republican,Clark,22824
DeKalb,County Auditor,Jan Bauman,Republican,DeKalb,11313
Clay,County Auditor,Jennifer M Flater,Republican,Clay,7921
Brown,County Auditor,Julia (Julie) B. Reeves,Republican,Brown,3761
Allen,County Auditor,Nicholas D Jordan,Republican,Allen,86965
Daviess,County Auditor,Patricia K. (Patty) Ball,Republican,Daviess,7536
Elkhart,County Auditor,PATTY PICKENS,Republican,Elkhart,32314
Bartholomew,County Auditor,Pia O'Connor,Republican,Bartholomew,20154
Blackford,County Auditor,Sharon L. Hartley,Republican,Blackford,3112
Dearborn,County Recorder,Christine Craig,Democratic,Dearborn,4528
Dubois,County Recorder,Gail Hasenour Reutman,Democratic,Dubois,7280
Clark,County Recorder,Lincoln D Crum,Democratic,Clark,19651
Crawford,County Recorder,Tammy Patton Procter,Democratic,Crawford,1778
Allen,County Recorder,Anita A Mather,Republican,Allen,87057
Cass,County Recorder,Cindy D. Howard,Republican,Cass,9028
Decatur,County Recorder,DOTTIE MOORE ROBBINS,Republican,Decatur,7494
Dubois,County Recorder,Jaclyn Messmer McPherron,Republican,Dubois,9119
Elkhart,County Recorder,JENNIFER DORIOT,Republican,Elkhart,39565
Crawford,County Recorder,JESSICA VILLEGAS BOWMAN,Republican,Crawford,2177
Dearborn,County Recorder,Joyce Oles ,Republican,Dearborn,13270
Delaware,County Recorder,MELANIE MARSHALL,Republican,Delaware,26859
Bartholomew,County Recorder,Tami L. Hines,Republican,Bartholomew,20208
Clark,County Recorder,Terry E Conway,Republican,Clark,22687
Clark,County Treasurer,David (Yogi) Paris,Democratic,Clark,17786
Carroll,County Treasurer,Jack V. Wilson,Democratic,Carroll,2051
Bartholomew,County Treasurer,Barb Hackman,Republican,Bartholomew,20482
Clay,County Treasurer,Debra S James,Republican,Clay,7942
Carroll,County Treasurer,Melinda K Rossetter,Republican,Carroll,4825
Clark,County Treasurer,R. Monty Snelling,Republican,Clark,24498
Cass,County Sheriff,Dale Campbell,Democratic,Cass,4487
Decatur,County Sheriff,DAVE DURANT,Democratic,Decatur,4544
Clark,County Sheriff,Dwight T Ingle,Democratic,Clark,14224
Adams,County Sheriff,JAMES P FRANZE,Democratic,Adams,4419
Blackford,County Sheriff,John M Rains,Democratic,Blackford,1040
Allen,County Sheriff,Philip R Davis,Democratic,Allen,46931
Delaware,County Sheriff,RAY DUDLEY,Democratic,Delaware,17691
Crawford,County Sheriff,SHAWN SCOTT,Democratic,Crawford,1753
Dubois,County Sheriff,Tim D Lampert,Democratic,Dubois,7772
Crawford,County Sheriff,GLEN H LAWS,Independent,Crawford,99
Clark,County Sheriff,Christopher (Chris) Kaelin,Libertarian,Clark,1763
Adams,County Sheriff,DAN MAWHORR,Republican,Adams,6734
DeKalb,County Sheriff,David (Dave) Cserep,Republican,DeKalb,11644
Allen,County Sheriff,David J Gladieux,Republican,Allen,77027
Benton,County Sheriff,DON MUNSON,Republican,Benton,2453
Cass,County Sheriff,Edward (Ed) C. Schroder,Republican,Cass,7036
Daviess,County Sheriff,Gary W. Allison,Republican,Daviess,7611
Clark,County Sheriff,Jamey J Noel,Republican,Clark,27113
Elkhart,County Sheriff,JEFF A SIEGEL,Republican,Elkhart,39917
Crawford,County Sheriff,Jeff Howell,Republican,Crawford,2206
Blackford,County Sheriff,Jeffrey C Sones,Republican,Blackford,2848
Bartholomew,County Sheriff,Matthew A. Myers,Republican,Bartholomew,21063
Boone,County Sheriff,MICHAEL T. (Mike)  NIELSEN,Republican,Boone,22157
Clay,County Sheriff,Paul B Harden,Republican,Clay,8067
Clinton,County Sheriff,Richard "Rich" Kelly,Republican,Clinton,7795
Brown,County Sheriff,Scott Southerland,Republican,Brown,5678
Dearborn,County Sheriff,Shane McHenry,Republican,Dearborn,14872
Dubois,County Sheriff,Thomas J Kleinhelter,Republican,Dubois,9263
Carroll,County Sheriff,Tobe Leazenby,Republican,Carroll,6380
Delaware,County Sheriff,TONY SKINNER,Republican,Delaware,19711
Decatur,County Sheriff,WILLIAM B MEYERROSE,Republican,Decatur,4474
Delaware,County Coroner,ERIC "RICK" HENRY,Democratic,Delaware,17077
Blackford,County Coroner,Nick Parrott ,Democratic,Blackford,1437
Decatur,County Coroner,DOUG BANKS,Republican,Decatur,7701
Brown,County Coroner,Earl R. Piper,Republican,Brown,5748
DeKalb,County Coroner,Michael P Gerber,Republican,DeKalb,11440
Delaware,County Coroner,RICK HOWELL,Republican,Delaware,19484
Blackford,County Coroner,Zach Crouch,Republican,Blackford,2403
Clark,County Surveyor,David R Blankenbeker,Democratic,Clark,27194
Benton,County Surveyor,DAVID (DAVE) L. FISHER,Republican,Benton,2441
Boone,County Surveyor,KENNETH HEDGE,Republican,Boone,21188
Adams,County Surveyor,PAUL NORR,Republican,Adams,9301
Blackford,County Surveyor,Paul Schriver,Republican,Blackford,3057
Dubois,County Assessor,Angie  Giesler,Democratic,Dubois,9128
Clark,County Assessor,Carol J Moon,Democratic,Clark,18246
Crawford,County Assessor,DON E DUBOIS,Democratic,Crawford,1532
Clay,County Assessor,Jill Bennett,Democratic,Clay,3888
Clay,County Assessor,Barbara (Barb) Scott,Republican,Clay,5245
Clark,County Assessor,Butch Love,Republican,Clark,23540
Cass,County Assessor,Cathy Isaacs,Republican,Cass,9216
Elkhart,County Assessor,CATHY SEARCY,Republican,Elkhart,39462
Clinton,County Assessor,Dana M Myers,Republican,Clinton,7729
Daviess,County Assessor,Dennis G. Eaton,Republican,Daviess,7643
Adams,County Assessor,DONALD  KUHN,Republican,Adams,9243
Decatur,County Assessor,DORENE  GREIWE,Republican,Decatur,7636
Dubois,County Assessor,Eve Drew,Republican,Dubois,7353
Bartholomew,County Assessor,Ginny Whipple,Republican,Bartholomew,19925
Delaware,County Assessor,JAMES D CARMICHAEL,Republican,Delaware,26860
Blackford,County Assessor,Kathy Goodspeed,Republican,Blackford,3130
Benton,County Assessor,KELLY J. BALENSIEFER,Republican,Benton,2464
Boone,County Assessor,LISA C GAROFFOLO,Republican,Boone,21176
Brown,County Assessor,Mari H. Miller,Republican,Brown,5488
Dearborn,County Assessor,Megan A. Acra,Republican,Dearborn,14486
Crawford,County Assessor,MICHAEL A CARLISLE Sr.,Republican,Crawford,2311
Carroll,County Assessor,Neda K Duff,Republican,Carroll,6243
DeKalb,County Assessor,Sheila Stonebraker,Republican,DeKalb,11512
Allen,County Assessor,Stacey O'Day,Republican,Allen,87555
Boone,County Commissioner,ELLEN MARIE ROBINSON,Democratic,Boone,9856
Dubois,County Commissioner,Elmer Brames,Democratic,Dubois,11551
Allen,County Commissioner,Grant Walmer,Democratic,Allen,49524
Blackford,County Commissioner,Harry Pearson,Democratic,Blackford,1567
Adams,County Commissioner,JAMES R KUHNLE,Democratic,Adams,3272
Delaware,County Commissioner,JASON DONATI,Democratic,Delaware,15400
Brown,County Commissioner,Kyle Birkemeier,Democratic,Brown,3107
Daviess,County Commissioner,LARRY E MILLER,Democratic,Daviess,2311
Crawford,County Commissioner,RICHARD "RICK"GRIDER,Democratic,Crawford,1715
Delaware,County Commissioner,DAVE RING,Independent,Delaware,3943
Cass,County Commissioner,Gary Davis,Independent,Cass,3190
Dearborn,County Commissioner,Glenn Wright ,Independent,Dearborn,6384
DeKalb,County Commissioner,Bill Hartman,Republican,DeKalb,11134
Clark,County Commissioner,Bryan Glover,Republican,Clark,28733
Bartholomew,County Commissioner,Carl H. Lienhoop,Republican,Bartholomew,20066
Crawford,County Commissioner,DANIEL CRECELIUS,Republican,Crawford,2254
Brown,County Commissioner,Diana McDonald Biddle,Republican,Brown,3987
Elkhart,County Commissioner,FRANK R LUCCHESE,Republican,Elkhart,39825
Decatur,County Commissioner,JEROME A BUENING,Republican,Decatur,7662
Carroll,County Commissioner,Loren T. Hylton,Republican,Carroll,6225
Daviess,County Commissioner,NATHAN  GABHART,Republican,Daviess,6229
Blackford,County Commissioner,Nick Rhodes,Republican,Blackford,2273
Clay,County Commissioner,Paul R Sinders,Republican,Clay,7721
Adams,County Commissioner,REX M MOORE,Republican,Adams,7723
Allen,County Commissioner,Richard (Rich) Beck,Republican,Allen,72994
Dearborn,County Commissioner,Rick Probst ,Republican,Dearborn,10593
Cass,County Commissioner,Ryan D. Browning,Republican,Cass,7093
Clinton,County Commissioner,Scott T Shoemaker,Republican,Clinton,7652
Delaware,County Commissioner,SHANNON HENRY,Republican,Delaware,18029
Benton,County Commissioner,STEVEN P. COX,Republican,Benton,2347
Allen,County Commissioner,Therese M Brown,Republican,Allen,87415
Boone,County Commissioner,TOM SANTELLI,Republican,Boone,16937
Blackford,County Council Member,ALICIA E USSERY,Democratic,1,294
Dearborn,County Council Member,Ann (Shelly) Snyder,Democratic,1,1067
Clark,County Council Member,Barbara C Hollis,Democratic,1,6374
Allen,County Council Member,Ben Schoch,Democratic,COUNTY COUNCIL 2ND DISTRICT,11169
Blackford,County Council Member,Brian Ross,Democratic,4,309
Delaware,County Council Member,CHRISTOPHER W MATCHETT,Democratic,1,3905
Dubois,County Council Member,Craig M Greulich,Democratic,COUNTY COUNCIL DISTRICT 1,3036
Crawford,County Council Member,DALE ROLL,Democratic,3,478
Dearborn,County Council Member,Dan Lansing,Democratic,2,2238
Daviess,County Council Member,DANA FULTON,Democratic,1,394
Dubois,County Council Member,Deborah A Major,Democratic,COUNTY COUNCIL DISTRICT 3,1435
Brown,County Council Member,Debra Guffey,Democratic,1,640
Crawford,County Council Member,DIANA  CONRAD,Democratic,2,475
Brown,County Council Member,Diana H. Wright,Democratic,4,791
Boone,County Council Member,ERIN M BREWSTER,Democratic,4,3693
Decatur,County Council Member,FRED FRY,Democratic,03,485
Bartholomew,County Council Member,Hanna Omar,Democratic,CC1,2117
Clark,County Council Member,Heidi Cade Sellers,Democratic,3,4725
Clark,County Council Member,Janne Newland,Democratic,2,4411
DeKalb,County Council Member,Jim Redmond,Democratic,2,811
Clark,County Council Member,Joe Renck Jr.,Democratic,4,4503
Adams,County Council Member,JOHN L SCHULTZ,Democratic,COUNTY COUNCIL 2,1798
Delaware,County Council Member,JOHN M MILLER Jr.,Democratic,2,4779
Bartholomew,County Council Member,Lynne L. Fleming,Democratic,CC4,2673
Boone,County Council Member,MARCIA IRELAND ROSENFELD,Democratic,1,3324
Dubois,County Council Member,Mary E Beckman,Democratic,COUNTY COUNCIL DISTRICT 2,2366
Delaware,County Council Member,MARY I CHAMBERS,Democratic,3,4681
Dearborn,County Council Member,"Melvin C Kremer, Jr ",Democratic,3,806
Daviess,County Council Member,MICHAEL S MORRIS,Democratic,2,406
Blackford,County Council Member,PATRICK T CALE,Democratic,3,674
Elkhart,County Council Member,PAUL STEURY,Democratic,3,5898
Elkhart,County Council Member,RALPH SPELBRING,Democratic,1,5007
Clay,County Council Member,Reanda Kirchner,Democratic,CO COUNCILMAN DIST III,753
Cass,County Council Member,Rick Ohman,Democratic,4,144
Brown,County Council Member,Roger D. Kelso,Democratic,3,912
Decatur,County Council Member,RYAN MADDUX,Democratic,01,926
Delaware,County Council Member,RYAN S WEBB,Democratic,4,3548
Crawford,County Council Member,SAMUEL R  "SAM" TAYLOR,Democratic,1,347
Allen,County Council Member,Sharon Tucker,Democratic,COUNTY COUNCIL 1ST DISTRICT,13438
Brown,County Council Member,Sherrie Mitchell,Democratic,2,564
Blackford,County Council Member,Thomas High,Democratic,2,205
Cass,County Council Member,Tia Justice,Democratic,2,633
Daviess,County Council Member,VINCENT A SELLERS,Democratic,4,438
Decatur,County Council Member,MATTHEW L MORROW,Independent,03,379
Elkhart,County Council Member,ERIC D HARRIS,Libertarian,2,2289
Clark,County Council Member,Greg Hertzsch,Libertarian,2,491
Boone,County Council Member,RUSSELL MUELLER,Libertarian,1,282
Clinton,County Council Member,Alan Dunn,Republican,4,2463
Benton,County Council Member,ALAN J. ADWELL,Republican,DISTRICT 1,614
DeKalb,County Council Member,AMY  DEMSKE,Republican,3,2611
Brown,County Council Member,Arthur (Art) Knight,Republican,4,1100
Brown,County Council Member,Bill Hamilton,Republican,1,943
Benton,County Council Member,BRAD HARMAN,Republican,DISTRICT 3,624
Cass,County Council Member,Brian Reed,Republican,4,2367
Clark,County Council Member,Brittney Ferree,Republican,3,7236
Crawford,County Council Member,CHAD L RIDDLE,Republican,4,734
Dubois,County Council Member,Charmian R Klem,Republican,COUNTY COUNCIL DISTRICT 3,3123
Adams,County Council Member,CORY SPRUNGER,Republican,COUNTY COUNCIL 3,2184
Blackford,County Council Member,Dan Borgenheimer,Republican,2,513
Decatur,County Council Member,DANNY D PETERS,Republican,02,1534
Brown,County Council Member,Darren Byrd,Republican,2,1121
Dubois,County Council Member,Darren C Patterson,Republican,COUNTY COUNCIL DISTRICT 2,1758
Elkhart,County Council Member,DARRYL J RIEGSECKER,Republican,3,8403
Daviess,County Council Member,Dave (Smitty) Smith,Republican,1,1217
Cass,County Council Member,David (Dave) Redweik,Republican,1,3122
Elkhart,County Council Member,DAVID L HESS,Republican,4,11249
Brown,County Council Member,David Redding,Republican,3,1024
Decatur,County Council Member,DEANNA L BURKART,Republican,03,1164
Dearborn,County Council Member,Dennis A. Kraus ,Republican,4,4250
Crawford,County Council Member,DOUG BYRUM,Republican,3,469
Elkhart,County Council Member,DOUG GRAHAM,Republican,1,8266
Adams,County Council Member,EDGAR B DYER ,Republican,COUNTY COUNCIL 2,1532
DeKalb,County Council Member,Eldonna (Donna) King,Republican,1,3217
Carroll,County Council Member,Ethan H. Brown,Republican,3,1411
Delaware,County Council Member,EUGENE H WHITEHEAD,Republican,3,4477
Blackford,County Council Member,Fred Tobey,Republican,1,663
Cass,County Council Member,Grover C. Bishop,Republican,2,844
Clinton,County Council Member,Jacob Myers,Republican,2,1416
