County,Office,Candidate,Party,District,Votes
Clay,State Representative,Bob Heaton,Republican,District 46,1646
Elkhart,State Representative,Timothy Neese,Republican,District 48,8960
Elkhart,State Representative,Wes Culver,Republican,District 49,13333
DeKalb,State Representative,Codie Ross,Democratic,District 51,3101
DeKalb,State Representative,Richard "Dick" Dodge,Republican,District 51,4803
DeKalb,State Representative,Steve Smart,Democratic,District 52,415
DeKalb,State Representative,Charles (Chuck) Hanneman,Libertarian,District 52,75
DeKalb,State Representative,David Yarde II,Republican,District 52,1433
Dearborn,State Representative,David Moeller,Democratic,District 55,806
Dearborn,State Representative,Sarah Jordan,Libertarian,District 55,239
Dearborn,State Representative,Tom Knollman,Republican,District 55,4139
Bartholomew,State Representative,Sean R. Eberhart,Republican,District 57,4516
Bartholomew,State Representative,Dan Fleming,Democratic,District 59,3299
Bartholomew,State Representative,Edward A. Dilts,Libertarian,District 59,269
Bartholomew,State Representative,Milo Smith,Republican,District 59,6447
Brown,State Representative,Peggy Welch,Democratic,District 60,220
Brown,State Representative,David W. (Doc) Murdoch,Libertarian,District 60,16
Brown,State Representative,Steven R. Hogan,Republican,District 60,144
Daviess,State Representative,Daniel M. "Dan" Steiner,Democratic,District 63,1554
Dubois,State Representative,Daniel M. "Dan" Steiner,Democratic,District 63,1659
Daviess,State Representative,Mark B. Messmer,Republican,District 63,3703
Dubois,State Representative,Mark B. Messmer,Republican,District 63,6698
Daviess,State Representative,Kreg Battles,Democratic,District 64,114
Daviess,State Representative,Ken A. Beckerman,Republican,District 64,280
Bartholomew,State Representative,Al Cox,Libertarian,District 65,461
Brown,State Representative,Al Cox,Libertarian,District 65,1105
Brown,State Representative,Eric A. Koch,Republican,District 65,3921
Bartholomew,State Representative,Eric A. Koch,Republican,District 65,2847
Clark,State Representative,Terry Goodin,Democratic,District 66,2346
Clark,State Representative,Jim Lucas,Republican,District 66,2573
Decatur,State Representative,Randy Frye,Republican,District 67,6343
Dearborn,State Representative,Robert J. Bischoff,Democratic,District 68,4684
Dearborn,State Representative,Jud McMillin,Republican,District 68,5408
Clark,State Representative,Paul J. Robertson,Democratic,District 70,2832
Clark,State Representative,Rhonda J. Rhoads,Republican,District 70,4258
Clark,State Representative,Steven R. Stemler,Democratic,District 71,13241
Clark,State Representative,Shane Gibson,Democratic,District 72,119
Clark,State Representative,Edward D. (Ed) Clere,Republican,District 72,83
Clark,State Representative,Ryan D. Bower,Democratic,District 73,390
Crawford,State Representative,Ryan D. Bower,Democratic,District 73,1890
Dubois,State Representative,Ryan D. Bower,Democratic,District 73,708
Clark,State Representative,Steve Davisson,Republican,District 73,701
Crawford,State Representative,Steve Davisson,Republican,District 73,1886
Dubois,State Representative,Steve Davisson,Republican,District 73,673
Dubois,State Representative,Russ Stilwell,Democratic,District 74,1411
Dubois,State Representative,Sue Ellspermann,Republican,District 74,2740
Adams,State Representative,Matthew S. Lehman,Republican,District 79,7879
Allen,State Representative,Matthew S. Lehman,Republican,District 79,5501
Allen,State Representative,Phil GiaQuinta,Democratic,District 80,6182
Allen,State Representative,Jonathan Moosey,Republican,District 80,2896
Allen,State Representative,"Winfield C. Moses, Jr.",Democratic,District 81,5352
Allen,State Representative,Elizabeth Sepponen,Libertarian,District 81,404
Allen,State Representative,Mike Obergfell,Republican,District 81,4559
Allen,State Representative,Jeffrey K. Espich,Republican,District 82,10602
Allen,State Representative,Wray McCalester,Democratic,District 83,2790
Allen,State Representative,Kathleen Heuer,Republican,District 83,8064
Allen,State Representative,Evan Smith,Democratic,District 84,5865
Allen,State Representative,Bob Morris,Republican,District 84,12420
Allen,State Representative,Paul W. Leslie,Libertarian,District 85,2709
DeKalb,State Representative,Paul W. Leslie,Libertarian,District 85,248
DeKalb,State Representative,Phyllis J. Pond,Republican,District 85,1055
Allen,State Representative,Phyllis J. Pond,Republican,District 85,16915
Boone,State Representative,Joe Hauptmann,Libertarian,District 87,1474
Boone,State Representative,Cindy Noe,Republican,District 87,5552
Bartholomew,Judge of the Circuit Court,Stephen R. (Steve) Heimann,Democratic,Bartholomew (9th Circuit),11972
Allen,Judge of the Superior Court,David J. Avery,Non-Partisan,Allen Civil No. 1,52333
Allen,Judge of the Superior Court,Nancy Eshcoff Boyer,Non-Partisan,Allen Civil No. 9,52977
Allen,Judge of the Superior Court,Charles F. Pratt,Non-Partisan,Allen Criminal No. 4,60625
Allen,Judge of the Superior Court,Kenneth R. Scheibenberger,Non-Partisan,Allen/Scheibenberger,31861
Allen,Judge of the Superior Court,Lewis Griffin,Non-Partisan,Allen/Scheibenberger,8111
Allen,Judge of the Superior Court,Wendy Davis,Non-Partisan,Allen/Scheibenberger,35186
Crawford,Judge of the Circuit Court,Kenneth Lynn Lopp,Democratic,Crawford (77th Circuit),2687
Blackford,Judge of the Superior Court,David M. Payne,Democratic,Blackford County,1441
Dearborn,Judge of the Circuit Court,James D. Humphrey,Republican,Dearborn/Ohio (7th Cir.),12639
Blackford,Judge of the Superior Court,Nick Barry,Republican,Blackford County,2426
DeKalb,Judge of the Circuit Court,Kirk D. Carpenter,Democratic,DeKalb (75th Circuit),7144
Delaware,Judge of the Circuit Court,Marianne Lafferty Vorhees,Democratic,Delaware Ct. 1(46th Cir.),21139
Cass,Judge of the Superior Court,Thomas C. Perrone,Democratic,"Cass County, Court 1",7244
Elkhart,Judge of the Circuit Court,Terry C. Shewmaker,Republican,Elkhart (34th Circuit),35152
Dubois,Judge of the Superior Court,Michael A. Fritch,Democratic,Dubois County,4981
Dubois,Judge of the Superior Court,Mark R. McConnell,Republican,Dubois County,8866
Adams,Prosecuting Attorney,Christopher E. Harvey,Democratic,Adams (26th Circuit),6590
Allen,Prosecuting Attorney,Karen E. Richards,Republican,Allen (38th Circuit),71018
Bartholomew,Prosecuting Attorney,William M. (Bill) Nash,Republican,Bartholomew (9th Circuit),15413
Benton,Prosecuting Attorney,John C. Wright,Republican,Benton (76th Circuit),1846
Blackford,Prosecuting Attorney,Kevin N. Basey,Republican,Blackford (71st Circuit),2938
Boone,Prosecuting Attorney,Todd J. Meyer,Republican,Boone (20th Circuit),16002
Brown,Prosecuting Attorney,James R. Oliver,Democratic,Brown (88th Circuit),3224
Brown,Prosecuting Attorney,James T. Roberts,Republican,Brown (88th Circuit),3029
Carroll,Prosecuting Attorney,Abigail A. Huffer,Democratic,Carroll (74th Circuit),2603
Carroll,Prosecuting Attorney,Robert T. (Rob) Ives,Republican,Carroll (74th Circuit),3368
Cass,Prosecuting Attorney,Kevin S. Enyeart,Republican,Cass (29th Circuit),8421
Clark,Prosecuting Attorney,Steven D. Stewart,Democratic,Clark (4th Circuit),20143
Clay,Prosecuting Attorney,Charles Hear,Democratic,Clay (13th Circuit),2857
Clay,Prosecuting Attorney,"B. Lee Reberger, Jr.",Republican,Clay (13th Circuit),5224
Clinton,Prosecuting Attorney,Anthony J. Sommer,Republican,Clinton (45th Circuit),5917
Crawford,Prosecuting Attorney,Cheryl J. Hillenburg,Democratic,Crawford (77th Circuit),2280
Crawford,Prosecuting Attorney,Lester V. Shelton,Republican,Crawford (77th Circuit),1693
Daviess,Prosecuting Attorney,Dan Murrie,Republican,Daviess (49th Circuit),5492
Dearborn,Prosecuting Attorney,Aaron Negangard,Republican,Dearborn & Ohio(7th Cir.),12081
Decatur,Prosecuting Attorney,James B. Rosenberry,Republican,Decatur (69th Circuit),5931
DeKalb,Prosecuting Attorney,ClaraMary Winebrenner,Republican,DeKalb (75th Circuit),8952
Delaware,Prosecuting Attorney,J. A. Cummins,Democratic,Delaware (46th Circuit),12075
Delaware,Prosecuting Attorney,Jeffrey L. Arnold,Republican,Delaware (46th Circuit),18534
Dubois,Prosecuting Attorney,Kurt Leinenbach,Democratic,Dubois (57th Circuit),6273
Dubois,Prosecuting Attorney,Kevin D. Crouse,Republican,Dubois (57th Circuit),7513
Elkhart,Prosecuting Attorney,"Curtis T. Hill, Jr.",Republican,Elkhart (34th Circuit),35158
