County,Office,Candidate,Party,District,Votes
Delaware,Judge of the Circuit Court,Richard A. Dailey,Democratic,Delaware Ct. 2(46th Cir.),23383
Cass,Judge of the Superior Court,Rick Maughmer,Republican,"Cass County, Court 2",8090
Clark,Judge of the Superior Court,Vicki Carmichael,Democratic,"Clark County, No. 1",19887
Clark,Judge of the Superior Court,Steven P. (Steve) Langdon,Republican,"Clark County, No. 1",12806
Clay,Judge of the Superior Court,J. Blaine Akers,Democratic,Clay County,6836
Dearborn,Judge of the Superior Court,Sally A. Blankenship,Republican,"Dearborn County, No. 2",9637
DeKalb,Judge of the Superior Court,Monte L. Brown,Republican,"DeKalb County, Court 2",8307
Adams,Prosecuting Attorney,Christopher E. Harvey,Democratic,Adams (26th Circuit),6694
Elkhart,Judge of the Superior Court,Stephen R. Bowers,Republican,"Elkhart County, No. 2",32541
Allen,Prosecuting Attorney,Karen Richards,Republican,Allen (38th Circuit),64650
Bartholomew,Prosecuting Attorney,William M. (Bill) Nash,Republican,Bartholomew (9th Circuit),15771
Benton,Prosecuting Attorney,William B. Weist,Republican,Benton (76th Circuit),2089
Elkhart,Judge of the Superior Court,David C. Bonfiglio,Republican,"Elkhart County, No. 6",32302
Blackford,Prosecuting Attorney,Kevin N. Basey,Republican,Blackford (71st Circuit),2917
Boone,Prosecuting Attorney,Todd J. Meyer,Republican,Boone (20th Circuit),11200
Brown,Prosecuting Attorney,James R. Oliver,Democratic,Brown (88th Circuit),3769
Brown,Prosecuting Attorney,Andrew Szakaly,Republican,Brown (88th Circuit),2310
Carroll,Prosecuting Attorney,James R. Huffer,Democratic,Carroll (74th Circuit),2516
Carroll,Prosecuting Attorney,Tricia L. Thompson,Republican,Carroll (74th Circuit),3841
Cass,Prosecuting Attorney,Kevin S. Enyeart,Republican,Cass (29th Circuit),7999
Clark,Prosecuting Attorney,Steven D. Stewart,Democratic,Clark (4th Circuit),22632
Clay,Prosecuting Attorney,"B. Lee Reberger, Jr.",Republican,Clay (13th Circuit),6310
Clinton,Prosecuting Attorney,Louis D. Evans,Democratic,Clinton (45th Circuit),3629
Clinton,Prosecuting Attorney,Anthony J. Sommer,Republican,Clinton (45th Circuit),4351
Crawford,Prosecuting Attorney,Cheryl Hillenburg,Democratic,Crawford (77th Circuit),2660
Crawford,Prosecuting Attorney,Lester V. Shelton,Republican,Crawford (77th Circuit),1319
Daviess,Prosecuting Attorney,G. Byron Overton,Republican,Daviess (49th Circuit),5728
Dearborn,Prosecuting Attorney,Aaron Negangard,Republican,Dearborn & Ohio(7th Cir.),9424
Decatur,Prosecuting Attorney,William O. Smith,Democratic,Decatur (69th Circuit),4918
DeKalb,Prosecuting Attorney,ClaraMary Winebrenner,Republican,DeKalb (75th Circuit),8100
Delaware,Prosecuting Attorney,Mark R. McKinney,Democratic,Delaware (46th Circuit),20409
Delaware,Prosecuting Attorney,Mark A. Delgado,Republican,Delaware (46th Circuit),12474
Dubois,Prosecuting Attorney,Michael A. Fritch,Democratic,Dubois (57th Circuit),9424
Elkhart,Prosecuting Attorney,"Curtis T. Hill, Jr.",Republican,Elkhart (34th Circuit),33361
